OTU	primary_lifestyle	Genus	Species
Dimorphoma_saxea_2	unknown_primary_lyfestyle	Dimorphoma	Dimorphoma_saxea_2
Glomeraceae_sp_37	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_37
Ascomycota_sp_51	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_51
Hemileucoglossum_pusillum_1	unknown_primary_lyfestyle	Hemileucoglossum	Hemileucoglossum_pusillum_1
Derxomyces_hainanensis_2	unspecified_saprotroph	Derxomyces	Derxomyces_hainanensis_2
Aspergillus_insuetus_2	unspecified_saprotroph	Aspergillus	Aspergillus_insuetus_2
Tuber_sp_4	ectomycorrhizal	Tuber	Tuber_sp_4
Fusarium_brachygibbosum_7	plant_pathogen	Fusarium	Fusarium_brachygibbosum_7
Fusarium_buharicum_13	plant_pathogen	Fusarium	Fusarium_buharicum_13
Fungi_sp_188	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_188
Microascaceae_sp_2	unknown_primary_lyfestyle	Microascaceae_gen_Incertae_sedis	Microascaceae_sp_2
Marasmiellus_paspali_1	litter_saprotroph	Marasmiellus	Marasmiellus_paspali_1
Glomus_sp_33	arbuscular_mycorrhizal	Glomus	Glomus_sp_33
Pezizaceae_sp_11	unknown_primary_lyfestyle	Pezizaceae_gen_Incertae_sedis	Pezizaceae_sp_11
Fusarium_sp_3	plant_pathogen	Fusarium	Fusarium_sp_3
Glomus_sp_34	arbuscular_mycorrhizal	Glomus	Glomus_sp_34
Ascomycota_sp_52	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_52
Peziza_sp_34	soil_saprotroph	Peziza	Peziza_sp_34
GS11_sp_62	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_62
Fusarium_equiseti_26	plant_pathogen	Fusarium	Fusarium_equiseti_26
Rhizopus_microsporus_1	soil_saprotroph	Rhizopus	Rhizopus_microsporus_1
Chaetothyriales_sp_21	unknown_primary_lyfestyle	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_21
Didymella_chenopodii_1	plant_pathogen	Didymella	Didymella_chenopodii_1
Tuber_sp_5	ectomycorrhizal	Tuber	Tuber_sp_5
Sarocladium_dejongiae_2	plant_pathogen	Sarocladium	Sarocladium_dejongiae_2
Glomeromycota_sp_2	unknown_primary_lyfestyle	Glomeromycota_gen_Incertae_sedis	Glomeromycota_sp_2
Fusarium_equiseti_27	plant_pathogen	Fusarium	Fusarium_equiseti_27
Coniosporium_sp_33	plant_pathogen	Coniosporium	Coniosporium_sp_33
Kazachstania_zonata_7	nectar/tap_saprotroph	Kazachstania	Kazachstania_zonata_7
Ascomycota_sp_53	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_53
Glomeraceae_sp_38	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_38
Heterophoma_nobilis_2	plant_pathogen	Heterophoma	Heterophoma_nobilis_2
Sordariales_sp_17	unknown_primary_lyfestyle	Sordariales_gen_Incertae_sedis	Sordariales_sp_17
Glomus_sp_35	arbuscular_mycorrhizal	Glomus	Glomus_sp_35
Fusarium_equiseti_28	plant_pathogen	Fusarium	Fusarium_equiseti_28
Filobasidium_oeirense_3	unspecified_saprotroph	Filobasidium	Filobasidium_oeirense_3
Peziza_sp_35	soil_saprotroph	Peziza	Peziza_sp_35
Fusarium_oxysporum_4	plant_pathogen	Fusarium	Fusarium_oxysporum_4
Paraisaria_arcta_1	animal_parasite	Paraisaria	Paraisaria_arcta_1
Brunneochlamydosporium_nepalense_2	unknown_primary_lyfestyle	Brunneochlamydosporium	Brunneochlamydosporium_nepalense_2
Trichomeriaceae_sp_12	unknown_primary_lyfestyle	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_12
Gigaspora_margarita_2	arbuscular_mycorrhizal	Gigaspora	Gigaspora_margarita_2
Peziza_sp_36	soil_saprotroph	Peziza	Peziza_sp_36
Peziza_sp_37	soil_saprotroph	Peziza	Peziza_sp_37
Glomeraceae_sp_39	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_39
Epicoccum_thailandicum_4	plant_pathogen	Epicoccum	Epicoccum_thailandicum_4
Fungi_sp_189	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_189
Tuber_pseudobrumale_3	ectomycorrhizal	Tuber	Tuber_pseudobrumale_3
Neostagonospora_caricis_1	litter_saprotroph	Neostagonospora	Neostagonospora_caricis_1
Mycothermus_thermophilus_2	unspecified_saprotroph	Mycothermus	Mycothermus_thermophilus_2
Herpotrichiellaceae_sp_9	unknown_primary_lyfestyle	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_9
Fungi_sp_190	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_190
Tuber_mexiusanum_7	ectomycorrhizal	Tuber	Tuber_mexiusanum_7
Helvella_bachu_30	ectomycorrhizal	Helvella	Helvella_bachu_30
Preussia_sp_5	dung_saprotroph	Preussia	Preussia_sp_5
Pseudoarthrographis_sp_12	plant_pathogen	Pseudoarthrographis	Pseudoarthrographis_sp_12
Fungi_sp_191	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_191
Pseudopithomyces_chartarum_1	plant_pathogen	Pseudopithomyces	Pseudopithomyces_chartarum_1
Fungi_sp_192	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_192
Fungi_sp_193	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_193
Rozellomycota_sp_72	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_72
Fungi_sp_194	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_194
Sarcodon_sp_1	ectomycorrhizal	Sarcodon	Sarcodon_sp_1
Aphroditeola_olida_1	litter_saprotroph	Aphroditeola	Aphroditeola_olida_1
Fungi_sp_195	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_195
Rozellomycota_sp_73	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_73
GS14_sp_3	unknown_primary_lyfestyle	GS14_gen_Incertae_sedis	GS14_sp_3
Basidiomycota_sp_2	unknown_primary_lyfestyle	Basidiomycota_gen_Incertae_sedis	Basidiomycota_sp_2
Ascomycota_sp_54	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_54
Cordyceps_fumosorosea_17	animal_parasite	Cordyceps	Cordyceps_fumosorosea_17
Ascomycota_sp_55	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_55
Trichomeriaceae_sp_13	unknown_primary_lyfestyle	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_13
Fungi_sp_196	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_196
Metschnikowia_noctiluminum_2	nectar/tap_saprotroph	Metschnikowia	Metschnikowia_noctiluminum_2
Tuber_puberulum_6	ectomycorrhizal	Tuber	Tuber_puberulum_6
Fungi_sp_197	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_197
Zygosaccharomyces_bailii_3	nectar/tap_saprotroph	Zygosaccharomyces	Zygosaccharomyces_bailii_3
Ophiostoma_album_1	plant_pathogen	Ophiostoma	Ophiostoma_album_1
Agaricaceae_sp_2	unknown_primary_lyfestyle	Agaricaceae_gen_Incertae_sedis	Agaricaceae_sp_2
Metschnikowia_noctiluminum_3	nectar/tap_saprotroph	Metschnikowia	Metschnikowia_noctiluminum_3
Derxomyces_hainanensis_3	unspecified_saprotroph	Derxomyces	Derxomyces_hainanensis_3
Arthrographis_longispora_1	unspecified_saprotroph	Arthrographis	Arthrographis_longispora_1
Gibbosporina_mascarena_4	lichenized	Gibbosporina	Gibbosporina_mascarena_4
Scleroderma_yunnanense_10	ectomycorrhizal	Scleroderma	Scleroderma_yunnanense_10
Fungi_sp_198	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_198
Aspergillus_flavus_2	unspecified_saprotroph	Aspergillus	Aspergillus_flavus_2
Preussia_sp_6	dung_saprotroph	Preussia	Preussia_sp_6
Psathyrella_mycenoides_2	wood_saprotroph	Psathyrella	Psathyrella_mycenoides_2
Ascomycota_sp_56	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_56
Savoryellales_sp_1	unknown_primary_lyfestyle	Savoryellales_gen_Incertae_sedis	Savoryellales_sp_1
Neocucurbitaria_aetnensis_18	unspecified_saprotroph	Neocucurbitaria	Neocucurbitaria_aetnensis_18
Spiromyces_sp_1	dung_saprotroph	Spiromyces	Spiromyces_sp_1
Mucor_lusitanicus_1	soil_saprotroph	Mucor	Mucor_lusitanicus_1
Glomus_sp_36	arbuscular_mycorrhizal	Glomus	Glomus_sp_36
Fungi_sp_199	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_199
Bisifusarium_biseptatum_19	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_19
Pseudocosmospora_eutypellae_2	mycoparasite	Pseudocosmospora	Pseudocosmospora_eutypellae_2
Peziza_sp_38	soil_saprotroph	Peziza	Peziza_sp_38
Glomus_sp_37	arbuscular_mycorrhizal	Glomus	Glomus_sp_37
Peziza_sp_39	soil_saprotroph	Peziza	Peziza_sp_39
Naganishia_diffluens_2	unspecified_saprotroph	Naganishia	Naganishia_diffluens_2
GS06_sp_2	unknown_primary_lyfestyle	GS06_gen_Incertae_sedis	GS06_sp_2
Fungi_sp_200	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_200
Fungi_sp_201	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_201
Clitopaxillus_fibulatus_1	litter_saprotroph	Clitopaxillus	Clitopaxillus_fibulatus_1
Funneliformis_sp_7	arbuscular_mycorrhizal	Funneliformis	Funneliformis_sp_7
Fenestella_parafenestrata_46	wood_saprotroph	Fenestella	Fenestella_parafenestrata_46
Lactarius_lacunarum_10	ectomycorrhizal	Lactarius	Lactarius_lacunarum_10
Ilyonectria_liriodendri_2	plant_pathogen	Ilyonectria	Ilyonectria_liriodendri_2
Peziza_sp_40	soil_saprotroph	Peziza	Peziza_sp_40
Pseudocercospora_paranaensis_3	plant_pathogen	Pseudocercospora	Pseudocercospora_paranaensis_3
Glomus_chinense_4	arbuscular_mycorrhizal	Glomus	Glomus_chinense_4
Sebacinales_sp_4	unknown_primary_lyfestyle	Sebacinales_gen_Incertae_sedis	Sebacinales_sp_4
Helvella_bachu_31	ectomycorrhizal	Helvella	Helvella_bachu_31
GS11_sp_63	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_63
Fungi_sp_202	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_202
Peziza_sp_41	soil_saprotroph	Peziza	Peziza_sp_41
Phomatospora_biseriata_2	wood_saprotroph	Phomatospora	Phomatospora_biseriata_2
Bisifusarium_biseptatum_20	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_20
Monosporascus_sp_2	plant_pathogen	Monosporascus	Monosporascus_sp_2
Acremonium_fusidioides_1	unspecified_saprotroph	Acremonium	Acremonium_fusidioides_1
Enterocarpus_grenotii_2	dung_saprotroph	Enterocarpus	Enterocarpus_grenotii_2
GS11_sp_64	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_64
Orbiliales_sp_14	unknown_primary_lyfestyle	Orbiliales_gen_Incertae_sedis	Orbiliales_sp_14
Cortinarius_epiphaeus_1	ectomycorrhizal	Cortinarius	Cortinarius_epiphaeus_1
Davidiellomyces_australiensis_15	litter_saprotroph	Davidiellomyces	Davidiellomyces_australiensis_15
Peziza_sp_42	soil_saprotroph	Peziza	Peziza_sp_42
Pseudoarthrographis_sp_13	plant_pathogen	Pseudoarthrographis	Pseudoarthrographis_sp_13
Fenestella_parafenestrata_47	wood_saprotroph	Fenestella	Fenestella_parafenestrata_47
Fenestella_parafenestrata_48	wood_saprotroph	Fenestella	Fenestella_parafenestrata_48
Gymnosporangium_huanglongense_1	plant_pathogen	Gymnosporangium	Gymnosporangium_huanglongense_1
Fungi_sp_203	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_203
Metschnikowia_noctiluminum_4	nectar/tap_saprotroph	Metschnikowia	Metschnikowia_noctiluminum_4
Fungi_sp_204	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_204
Piromyces_sp_2	animal_endosymbiont	Piromyces	Piromyces_sp_2
Blastocladiomycota_sp_3	unknown_primary_lyfestyle	Blastocladiomycota_gen_Incertae_sedis	Blastocladiomycota_sp_3
Dominikia_sp_7	arbuscular_mycorrhizal	Dominikia	Dominikia_sp_7
Fungi_sp_205	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_205
Lactifluus_crocatus_1	ectomycorrhizal	Lactifluus	Lactifluus_crocatus_1
Sordariomycetes_sp_16	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_16
Branch06_sp_6	unknown_primary_lyfestyle	Branch06_gen_Incertae_sedis	Branch06_sp_6
Rozellomycota_sp_74	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_74
Juglanconis_pterocaryae_2	litter_saprotroph	Juglanconis	Juglanconis_pterocaryae_2
Kazachstania_zonata_8	nectar/tap_saprotroph	Kazachstania	Kazachstania_zonata_8
Cladochytriales_sp_1	unknown_primary_lyfestyle	Cladochytriales_gen_Incertae_sedis	Cladochytriales_sp_1
Pezizomycotina_sp_10	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_10
Chaetasbolisia_eupatorii_4	litter_saprotroph	Chaetasbolisia	Chaetasbolisia_eupatorii_4
Savoryella_sp_2	wood_saprotroph	Savoryella	Savoryella_sp_2
Pseudocercospora_paranaensis_4	plant_pathogen	Pseudocercospora	Pseudocercospora_paranaensis_4
Gastrosporium_simplex_2	soil_saprotroph	Gastrosporium	Gastrosporium_simplex_2
Fenestella_parafenestrata_49	wood_saprotroph	Fenestella	Fenestella_parafenestrata_49
Fungi_sp_206	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_206
Bisifusarium_biseptatum_21	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_21
Glomeraceae_sp_40	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_40
Tuber_pseudobrumale_4	ectomycorrhizal	Tuber	Tuber_pseudobrumale_4
Fusarium_buharicum_14	plant_pathogen	Fusarium	Fusarium_buharicum_14
Microdominikia_sp_1	unknown_primary_lyfestyle	Microdominikia	Microdominikia_sp_1
Rozellomycota_sp_75	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_75
Lophiostomataceae_sp_1	unknown_primary_lyfestyle	Lophiostomataceae_gen_Incertae_sedis	Lophiostomataceae_sp_1
Glomus_sp_38	arbuscular_mycorrhizal	Glomus	Glomus_sp_38
Lactarius_lacunarum_11	ectomycorrhizal	Lactarius	Lactarius_lacunarum_11
Sporormiella_similis_1	litter_saprotroph	Sporormiella	Sporormiella_similis_1
Macrophomina_phaseolina_1	unknown_primary_lyfestyle	Macrophomina	Macrophomina_phaseolina_1
Gastrosporium_simplex_3	soil_saprotroph	Gastrosporium	Gastrosporium_simplex_3
Rhodotorula_kratochvilovae_2	unspecified_saprotroph	Rhodotorula	Rhodotorula_kratochvilovae_2
Helvella_bachu_32	ectomycorrhizal	Helvella	Helvella_bachu_32
Toxicocladosporium_chlamydosporum_8	plant_pathogen	Toxicocladosporium	Toxicocladosporium_chlamydosporum_8
Hymenochaetaceae_sp_1	unknown_primary_lyfestyle	Hymenochaetaceae_gen_Incertae_sedis	Hymenochaetaceae_sp_1
Fungi_sp_207	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_207
Candida_tetrigidarum_2	nectar/tap_saprotroph	Candida	Candida_tetrigidarum_2
Sampaiozyma_vanillica_1	soil_saprotroph	Sampaiozyma	Sampaiozyma_vanillica_1
Sordariomycetes_sp_17	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_17
Stachybotryaceae_sp_3	unknown_primary_lyfestyle	Stachybotryaceae_gen_Incertae_sedis	Stachybotryaceae_sp_3
Nephroma_flavorhizinatum_27	lichenized	Nephroma	Nephroma_flavorhizinatum_27
Coniosporium_sp_34	plant_pathogen	Coniosporium	Coniosporium_sp_34
Peziza_sp_43	soil_saprotroph	Peziza	Peziza_sp_43
Kazachstania_rosinii_1	nectar/tap_saprotroph	Kazachstania	Kazachstania_rosinii_1
Chaetothyriales_sp_22	unknown_primary_lyfestyle	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_22
Tuber_pseudobrumale_5	ectomycorrhizal	Tuber	Tuber_pseudobrumale_5
Helvella_bachu_33	ectomycorrhizal	Helvella	Helvella_bachu_33
Tremella_cheejenii_2	mycoparasite	Tremella	Tremella_cheejenii_2
Chalara_hyalina_1	unknown_primary_lyfestyle	Chalara	Chalara_hyalina_1
Entoloma_griseocarpum_1	soil_saprotroph	Entoloma	Entoloma_griseocarpum_1
Coniosporium_sp_35	plant_pathogen	Coniosporium	Coniosporium_sp_35
Entyloma_carmeli_14	plant_pathogen	Entyloma	Entyloma_carmeli_14
Peziza_sp_44	soil_saprotroph	Peziza	Peziza_sp_44
Gymnopilus_ochraceus_1	wood_saprotroph	Gymnopilus	Gymnopilus_ochraceus_1
Trichomeriaceae_sp_14	unknown_primary_lyfestyle	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_14
Talaromyces_subaurantiacus_1	unspecified_saprotroph	Talaromyces	Talaromyces_subaurantiacus_1
Glomus_sp_39	arbuscular_mycorrhizal	Glomus	Glomus_sp_39
Catenulomyces_convolutus_1	unknown_primary_lyfestyle	Catenulomyces	Catenulomyces_convolutus_1
GS11_sp_65	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_65
Phomatospora_sp_2	wood_saprotroph	Phomatospora	Phomatospora_sp_2
Glomus_sp_40	arbuscular_mycorrhizal	Glomus	Glomus_sp_40
Clitopilus_sp_2	litter_saprotroph	Clitopilus	Clitopilus_sp_2
Helminthosporium_genistae_4	plant_pathogen	Helminthosporium	Helminthosporium_genistae_4
Nephroma_flavorhizinatum_28	lichenized	Nephroma	Nephroma_flavorhizinatum_28
Aphelidiomycota_sp_12	unknown_primary_lyfestyle	Aphelidiomycota_gen_Incertae_sedis	Aphelidiomycota_sp_12
Cyberlindnera_fabianii_1	nectar/tap_saprotroph	Cyberlindnera	Cyberlindnera_fabianii_1
Rhizophagus_irregularis_5	arbuscular_mycorrhizal	Rhizophagus	Rhizophagus_irregularis_5
Fusarium_keratoplasticum_1	plant_pathogen	Fusarium	Fusarium_keratoplasticum_1
Rhizoctonia_solani_2	plant_pathogen	Rhizoctonia	Rhizoctonia_solani_2
Fungi_sp_208	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_208
Sordariales_sp_18	unknown_primary_lyfestyle	Sordariales_gen_Incertae_sedis	Sordariales_sp_18
Funneliformis_sp_8	arbuscular_mycorrhizal	Funneliformis	Funneliformis_sp_8
Hyphopichia_burtonii_1	nectar/tap_saprotroph	Hyphopichia	Hyphopichia_burtonii_1
Bionectriaceae_sp_3	unknown_primary_lyfestyle	Bionectriaceae_gen_Incertae_sedis	Bionectriaceae_sp_3
Lichtheimia_ramosa_4	soil_saprotroph	Lichtheimia	Lichtheimia_ramosa_4
Laburnicola_sp_2	wood_saprotroph	Laburnicola	Laburnicola_sp_2
Microascaceae_sp_3	unknown_primary_lyfestyle	Microascaceae_gen_Incertae_sedis	Microascaceae_sp_3
Trichomerium_flexuosum_3	foliar_endophyte	Trichomerium	Trichomerium_flexuosum_3
Coniosporium_sp_36	plant_pathogen	Coniosporium	Coniosporium_sp_36
Zopfiella_sp_2	dung_saprotroph	Zopfiella	Zopfiella_sp_2
Fungi_sp_209	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_209
Botryotrichum_atrogriseum_2	unspecified_saprotroph	Botryotrichum	Botryotrichum_atrogriseum_2
Glomus_sp_41	arbuscular_mycorrhizal	Glomus	Glomus_sp_41
Preussia_terricola_4	dung_saprotroph	Preussia	Preussia_terricola_4
Leptodiscella_sexualis_1	litter_saprotroph	Leptodiscella	Leptodiscella_sexualis_1
Rozellomycota_sp_76	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_76
Ochroconis_sp_1	animal_parasite	Ochroconis	Ochroconis_sp_1
Coniosporium_sp_37	plant_pathogen	Coniosporium	Coniosporium_sp_37
Lobulomycetales_sp_8	unknown_primary_lyfestyle	Lobulomycetales_gen_Incertae_sedis	Lobulomycetales_sp_8
Conocybe_moseri_1	soil_saprotroph	Conocybe	Conocybe_moseri_1
Glomus_sp_42	arbuscular_mycorrhizal	Glomus	Glomus_sp_42
Bisifusarium_delphinoides_1	litter_saprotroph	Bisifusarium	Bisifusarium_delphinoides_1
Helminthosporium_genistae_5	plant_pathogen	Helminthosporium	Helminthosporium_genistae_5
Dominikia_iranica_1	arbuscular_mycorrhizal	Dominikia	Dominikia_iranica_1
Fungi_sp_210	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_210
Clitopilus_sp_3	litter_saprotroph	Clitopilus	Clitopilus_sp_3
GS11_sp_66	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_66
Starmerella_apicola_1	nectar/tap_saprotroph	Starmerella	Starmerella_apicola_1
Trichomeriaceae_sp_15	unknown_primary_lyfestyle	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_15
Geastrumia_polystigmatis_1	plant_pathogen	Geastrumia	Geastrumia_polystigmatis_1
Fusarium_brachygibbosum_8	plant_pathogen	Fusarium	Fusarium_brachygibbosum_8
Verticillium_zaregamsianum_1	plant_pathogen	Verticillium	Verticillium_zaregamsianum_1
Septoglomus_sp_8	arbuscular_mycorrhizal	Septoglomus	Septoglomus_sp_8
Knufia_petricola_3	soil_saprotroph	Knufia	Knufia_petricola_3
Fusarium_equiseti_29	plant_pathogen	Fusarium	Fusarium_equiseti_29
Articulospora_sp_3	litter_saprotroph	Articulospora	Articulospora_sp_3
Phyllosticta_carochlae_3	unknown_primary_lyfestyle	Phyllosticta	Phyllosticta_carochlae_3
GS01_phy_Incertae_sedis_sp_2	unknown_primary_lyfestyle	GS01_phy_Incertae_sedis_gen_Incertae_sedis	GS01_phy_Incertae_sedis_sp_2
Curvularia_inaequalis_1	plant_pathogen	Curvularia	Curvularia_inaequalis_1
Dactylella_sp_1	wood_saprotroph	Dactylella	Dactylella_sp_1
Glomeraceae_sp_41	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_41
Fungi_sp_211	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_211
Pezizales_sp_8	unknown_primary_lyfestyle	Pezizales_gen_Incertae_sedis	Pezizales_sp_8
Wickerhamomyces_hampshirensis_1	litter_saprotroph	Wickerhamomyces	Wickerhamomyces_hampshirensis_1
Pleosporales_sp_19	unknown_primary_lyfestyle	Pleosporales_gen_Incertae_sedis	Pleosporales_sp_19
Trichomerium_flexuosum_4	foliar_endophyte	Trichomerium	Trichomerium_flexuosum_4
Bisifusarium_biseptatum_22	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_22
Paraphoma_radicina_1	plant_pathogen	Paraphoma	Paraphoma_radicina_1
Helvella_bachu_34	ectomycorrhizal	Helvella	Helvella_bachu_34
Fungi_sp_212	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_212
Kiskunsagia_ubrizsyi_19	unknown_primary_lyfestyle	Kiskunsagia	Kiskunsagia_ubrizsyi_19
Exserohilum_khartoumense_7	plant_pathogen	Exserohilum	Exserohilum_khartoumense_7
Pezizomycotina_sp_11	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_11
Rozellomycota_sp_77	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_77
GS11_sp_67	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_67
Rozellomycota_sp_78	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_78
Cladorrhinum_sp_4	unspecified_saprotroph	Cladorrhinum	Cladorrhinum_sp_4
Hyphopichia_gotoi_1	nectar/tap_saprotroph	Hyphopichia	Hyphopichia_gotoi_1
Peziza_sp_45	soil_saprotroph	Peziza	Peziza_sp_45
Aspergillus_purpureus_1	unspecified_saprotroph	Aspergillus	Aspergillus_purpureus_1
GS11_sp_68	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_68
Hirsutella_proturicola_2	animal_parasite	Hirsutella	Hirsutella_proturicola_2
Bisifusarium_biseptatum_23	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_23
Neocucurbitaria_aetnensis_19	unspecified_saprotroph	Neocucurbitaria	Neocucurbitaria_aetnensis_19
Microascus_chinensis_4	soil_saprotroph	Microascus	Microascus_chinensis_4
Fenestella_parafenestrata_50	wood_saprotroph	Fenestella	Fenestella_parafenestrata_50
Rozellomycota_sp_79	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_79
Dimorphoma_saxea_3	unknown_primary_lyfestyle	Dimorphoma	Dimorphoma_saxea_3
Inocybe_sp_7	ectomycorrhizal	Inocybe	Inocybe_sp_7
Mortierella_sp_13	soil_saprotroph	Mortierella	Mortierella_sp_13
Peziza_sp_46	soil_saprotroph	Peziza	Peziza_sp_46
Clavulinaceae_sp_5	unknown_primary_lyfestyle	Clavulinaceae_gen_Incertae_sedis	Clavulinaceae_sp_5
Ascomycota_sp_57	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_57
Albifimbria_verrucaria_3	soil_saprotroph	Albifimbria	Albifimbria_verrucaria_3
Oncopodiella_sp_1	wood_saprotroph	Oncopodiella	Oncopodiella_sp_1
Pichia_kudriavzevii_2	nectar/tap_saprotroph	Pichia	Pichia_kudriavzevii_2
Cladorrhinum_grandiusculum_2	unspecified_saprotroph	Cladorrhinum	Cladorrhinum_grandiusculum_2
Purpureocillium_lavendulum_2	animal_parasite	Purpureocillium	Purpureocillium_lavendulum_2
Fusarium_equiseti_30	plant_pathogen	Fusarium	Fusarium_equiseti_30
Orbiliales_sp_15	unknown_primary_lyfestyle	Orbiliales_gen_Incertae_sedis	Orbiliales_sp_15
Peziza_sp_47	soil_saprotroph	Peziza	Peziza_sp_47
Spizellomycetales_sp_5	unknown_primary_lyfestyle	Spizellomycetales_gen_Incertae_sedis	Spizellomycetales_sp_5
Hypocreales_sp_12	unknown_primary_lyfestyle	Hypocreales_gen_Incertae_sedis	Hypocreales_sp_12
Onygenales_sp_10	unknown_primary_lyfestyle	Onygenales_gen_Incertae_sedis	Onygenales_sp_10
Dominikia_sp_8	arbuscular_mycorrhizal	Dominikia	Dominikia_sp_8
Stachybotryaceae_sp_4	unknown_primary_lyfestyle	Stachybotryaceae_gen_Incertae_sedis	Stachybotryaceae_sp_4
