OTU	primary_lifestyle	Genus	Species
Cochlearomycetaceae_sp_1	unknown_primary_lyfestyle	Cochlearomycetaceae_gen_Incertae_sedis	Cochlearomycetaceae_sp_1
Keratinophyton_lemmensii_1	unknown_primary_lyfestyle	Keratinophyton	Keratinophyton_lemmensii_1
Pluteus_pellitus_7	litter_saprotroph	Pluteus	Pluteus_pellitus_7
Ascomycota_sp_79	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_79
Gymnopus_barbipes_1	litter_saprotroph	Gymnopus	Gymnopus_barbipes_1
Verticillium_dahliae_3	plant_pathogen	Verticillium	Verticillium_dahliae_3
Entolomataceae_sp_2	unknown_primary_lyfestyle	Entolomataceae_gen_Incertae_sedis	Entolomataceae_sp_2
Fusarium_guadeloupense_1	plant_pathogen	Fusarium	Fusarium_guadeloupense_1
Stolonocarpus_sp_4	unknown_primary_lyfestyle	Stolonocarpus	Stolonocarpus_sp_4
Fusarium_equiseti_47	plant_pathogen	Fusarium	Fusarium_equiseti_47
Hymenochaete_nanospora_1	wood_saprotroph	Hymenochaete	Hymenochaete_nanospora_1
Ampelomyces_quisqualis_1	unknown_primary_lyfestyle	Ampelomyces	Ampelomyces_quisqualis_1
Hygrophorus_exiguus_2	ectomycorrhizal	Hygrophorus	Hygrophorus_exiguus_2
Fungi_sp_298	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_298
Neoophiobolus_chromolaenae_2	unknown_primary_lyfestyle	Neoophiobolus	Neoophiobolus_chromolaenae_2
Fusarium_brachygibbosum_11	plant_pathogen	Fusarium	Fusarium_brachygibbosum_11
Onygenales_sp_11	unknown_primary_lyfestyle	Onygenales_gen_Incertae_sedis	Onygenales_sp_11
Penicillium_jensenii_1	unspecified_saprotroph	Penicillium	Penicillium_jensenii_1
Glomeraceae_sp_62	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_62
Microascaceae_sp_4	unknown_primary_lyfestyle	Microascaceae_gen_Incertae_sedis	Microascaceae_sp_4
Fusarium_buharicum_27	plant_pathogen	Fusarium	Fusarium_buharicum_27
Neosetophoma_lonicerae_2	unknown_primary_lyfestyle	Neosetophoma	Neosetophoma_lonicerae_2
Chaetothyriales_sp_26	unknown_primary_lyfestyle	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_26
Helminthosporium_genistae_11	unknown_primary_lyfestyle	Helminthosporium	Helminthosporium_genistae_11
Westerdykella_centenaria_1	dung_saprotroph	Westerdykella	Westerdykella_centenaria_1
Neocucurbitaria_aetnensis_29	unknown_primary_lyfestyle	Neocucurbitaria	Neocucurbitaria_aetnensis_29
Fusarium_equiseti_48	plant_pathogen	Fusarium	Fusarium_equiseti_48
Ascosphaera_larvis_11	animal_parasite	Ascosphaera	Ascosphaera_larvis_11
Fungi_sp_299	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_299
Fusarium_buharicum_28	plant_pathogen	Fusarium	Fusarium_buharicum_28
Cortinarius_epiphaeus_3	ectomycorrhizal	Cortinarius	Cortinarius_epiphaeus_3
Entoloma_graphitipes_f._cystidiatum_1	soil_saprotroph	Entoloma	Entoloma_graphitipes_f._cystidiatum_1
Fungi_sp_300	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_300
Fenestella_parafenestrata_62	unknown_primary_lyfestyle	Fenestella	Fenestella_parafenestrata_62
Helvella_bachu_43	ectomycorrhizal	Helvella	Helvella_bachu_43
Magnaporthiopsis_cynodontis_2	unspecified_pathotroph	Magnaporthiopsis	Magnaporthiopsis_cynodontis_2
Fusarium_equiseti_49	plant_pathogen	Fusarium	Fusarium_equiseti_49
Davidiellomyces_australiensis_24	unknown_primary_lyfestyle	Davidiellomyces	Davidiellomyces_australiensis_24
Coniosporium_sp_52	plant_pathogen	Coniosporium	Coniosporium_sp_52
Sebacina_sp_5	ectomycorrhizal	Sebacina	Sebacina_sp_5
Hydropisphaera_fungicola_2	litter_saprotroph	Hydropisphaera	Hydropisphaera_fungicola_2
Neocucurbitaria_aetnensis_30	unknown_primary_lyfestyle	Neocucurbitaria	Neocucurbitaria_aetnensis_30
Russula_sp_5	ectomycorrhizal	Russula	Russula_sp_5
Evansstolkia_leycettana_1	unknown_primary_lyfestyle	Evansstolkia	Evansstolkia_leycettana_1
Peziza_sp_77	soil_saprotroph	Peziza	Peziza_sp_77
Cordyceps_fumosorosea_23	animal_parasite	Cordyceps	Cordyceps_fumosorosea_23
Talaromyces_piceae_1	unspecified_saprotroph	Talaromyces	Talaromyces_piceae_1
Albifimbria_verrucaria_4	soil_saprotroph	Albifimbria	Albifimbria_verrucaria_4
Fungi_sp_301	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_301
Peziza_sp_78	soil_saprotroph	Peziza	Peziza_sp_78
Davidiellomyces_australiensis_25	unknown_primary_lyfestyle	Davidiellomyces	Davidiellomyces_australiensis_25
Pseudocosmospora_eutypellae_6	mycoparasite	Pseudocosmospora	Pseudocosmospora_eutypellae_6
Gyoerffyella_sp_2	litter_saprotroph	Gyoerffyella	Gyoerffyella_sp_2
Ascomycota_sp_80	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_80
Glomeraceae_sp_63	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_63
GS11_sp_103	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_103
Microascaceae_sp_5	unknown_primary_lyfestyle	Microascaceae_gen_Incertae_sedis	Microascaceae_sp_5
Scleroderma_yunnanense_14	ectomycorrhizal	Scleroderma	Scleroderma_yunnanense_14
Agaricomycetes_sp_32	unknown_primary_lyfestyle	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp_32
Fungi_sp_302	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_302
Rozellomycota_sp_96	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_96
Rozellomycota_sp_97	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_97
Sebacina_cystidiata_1	ectomycorrhizal	Sebacina	Sebacina_cystidiata_1
Bisifusarium_biseptatum_40	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_40
Glomeromycetes_sp_3	unknown_primary_lyfestyle	Glomeromycetes_gen_Incertae_sedis	Glomeromycetes_sp_3
Geotrichum_sp_2	nectar/tap_saprotroph	Geotrichum	Geotrichum_sp_2
Nephroma_flavorhizinatum_41	lichenized	Nephroma	Nephroma_flavorhizinatum_41
Neocucurbitaria_aetnensis_31	unknown_primary_lyfestyle	Neocucurbitaria	Neocucurbitaria_aetnensis_31
Sporothrix_dombeyi_1	plant_pathogen	Sporothrix	Sporothrix_dombeyi_1
Geotrichum_silvicola_9	nectar/tap_saprotroph	Geotrichum	Geotrichum_silvicola_9
GS11_sp_104	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_104
Knufia_sp_5	soil_saprotroph	Knufia	Knufia_sp_5
Komagataella_phaffii_1	wood_saprotroph	Komagataella	Komagataella_phaffii_1
Rozellomycota_sp_98	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_98
Fungi_sp_303	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_303
Cortinarius_privignatus_1	ectomycorrhizal	Cortinarius	Cortinarius_privignatus_1
Penicillium_lemhiflumine_1	unspecified_saprotroph	Penicillium	Penicillium_lemhiflumine_1
Acrophialophora_levis_8	plant_pathogen	Acrophialophora	Acrophialophora_levis_8
Fungi_sp_304	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_304
Fenestella_parafenestrata_63	unknown_primary_lyfestyle	Fenestella	Fenestella_parafenestrata_63
Fungi_sp_305	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_305
Monographella_sp_2	plant_pathogen	Monographella	Monographella_sp_2
Penicillium_sp_1	unspecified_saprotroph	Penicillium	Penicillium_sp_1
Ophiostoma_aggregatum_11	plant_pathogen	Ophiostoma	Ophiostoma_aggregatum_11
Herpotrichiellaceae_sp_13	unknown_primary_lyfestyle	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_13
Hydropisphaera_sp_1	litter_saprotroph	Hydropisphaera	Hydropisphaera_sp_1
Glomus_sp_59	arbuscular_mycorrhizal	Glomus	Glomus_sp_59
Ascomycota_sp_81	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_81
Leptodiscella_sexualis_4	unknown_primary_lyfestyle	Leptodiscella	Leptodiscella_sexualis_4
Fungi_sp_306	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_306
Pezizomycotina_sp_20	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_20
GS11_sp_105	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_105
Pezizaceae_sp_17	unknown_primary_lyfestyle	Pezizaceae_gen_Incertae_sedis	Pezizaceae_sp_17
Ceratobasidium_sp_10	plant_pathogen	Ceratobasidium	Ceratobasidium_sp_10
Papiliotrema_wisconsinensis_1	mycoparasite	Papiliotrema	Papiliotrema_wisconsinensis_1
Peziza_sp_79	soil_saprotroph	Peziza	Peziza_sp_79
Lactarius_lacunarum_21	ectomycorrhizal	Lactarius	Lactarius_lacunarum_21
Peziza_sp_80	soil_saprotroph	Peziza	Peziza_sp_80
Russula_sp_6	ectomycorrhizal	Russula	Russula_sp_6
Davidiellomyces_australiensis_26	unknown_primary_lyfestyle	Davidiellomyces	Davidiellomyces_australiensis_26
Orbiliaceae_sp_9	unknown_primary_lyfestyle	Orbiliaceae_gen_Incertae_sedis	Orbiliaceae_sp_9
Knufia_sp_6	soil_saprotroph	Knufia	Knufia_sp_6
Geastrum_dolomiticum_1	litter_saprotroph	Geastrum	Geastrum_dolomiticum_1
Rhizoctonia_sp_5	plant_pathogen	Rhizoctonia	Rhizoctonia_sp_5
Calonectria_asiatica_1	plant_pathogen	Calonectria	Calonectria_asiatica_1
Helvella_bachu_44	ectomycorrhizal	Helvella	Helvella_bachu_44
Anaeromyces_mucronatus_1	animal_endosymbiont	Anaeromyces	Anaeromyces_mucronatus_1
Mortierellales_sp_9	unknown_primary_lyfestyle	Mortierellales_gen_Incertae_sedis	Mortierellales_sp_9
Coniochaeta_mongoliae_1	unspecified_saprotroph	Coniochaeta	Coniochaeta_mongoliae_1
Fungi_sp_307	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_307
GS11_sp_106	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_106
Kernia_columnaris_3	dung_saprotroph	Kernia	Kernia_columnaris_3
Phyllosticta_capitalensis_1	unknown_primary_lyfestyle	Phyllosticta	Phyllosticta_capitalensis_1
Fungi_sp_308	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_308
Dacrymycetaceae_sp_1	unknown_primary_lyfestyle	Dacrymycetaceae_gen_Incertae_sedis	Dacrymycetaceae_sp_1
Septoglomus_viscosum_4	arbuscular_mycorrhizal	Septoglomus	Septoglomus_viscosum_4
Fungi_sp_309	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_309
Lectera_capsici_2	plant_pathogen	Lectera	Lectera_capsici_2
Ascomycota_sp_82	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_82
Pezizomycotina_sp_21	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_21
Mortierella_sp_16	soil_saprotroph	Mortierella	Mortierella_sp_16
Exobasidium_ferrugineae_2	plant_pathogen	Exobasidium	Exobasidium_ferrugineae_2
Sporormiella_sp_2	unknown_primary_lyfestyle	Sporormiella	Sporormiella_sp_2
Coniosporium_sp_53	plant_pathogen	Coniosporium	Coniosporium_sp_53
Rozellomycota_sp_99	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_99
Fenestella_parafenestrata_64	unknown_primary_lyfestyle	Fenestella	Fenestella_parafenestrata_64
Xepicula_leucotricha_9	soil_saprotroph	Xepicula	Xepicula_leucotricha_9
Peziza_sp_81	soil_saprotroph	Peziza	Peziza_sp_81
Peziza_sp_82	soil_saprotroph	Peziza	Peziza_sp_82
Fenestella_parafenestrata_65	unknown_primary_lyfestyle	Fenestella	Fenestella_parafenestrata_65
Camarophyllopsis_schulzeri_6	soil_saprotroph	Camarophyllopsis	Camarophyllopsis_schulzeri_6
Gigaspora_margarita_4	arbuscular_mycorrhizal	Gigaspora	Gigaspora_margarita_4
Sampaiozyma_sp_2	soil_saprotroph	Sampaiozyma	Sampaiozyma_sp_2
Pyrenochaeta_sp_7	unknown_primary_lyfestyle	Pyrenochaeta	Pyrenochaeta_sp_7
Fungi_sp_310	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_310
Clavispora_fructus_4	litter_saprotroph	Clavispora	Clavispora_fructus_4
Fenestella_parafenestrata_66	unknown_primary_lyfestyle	Fenestella	Fenestella_parafenestrata_66
Pseudoarthrographis_sp_17	unknown_primary_lyfestyle	Pseudoarthrographis	Pseudoarthrographis_sp_17
Thelonectria_truncata_1	litter_saprotroph	Thelonectria	Thelonectria_truncata_1
Vishniacozyma_insularis_1	soil_saprotroph	Vishniacozyma	Vishniacozyma_insularis_1
Geopora_arenicola_4	ectomycorrhizal	Geopora	Geopora_arenicola_4
Fusarium_equiseti_50	plant_pathogen	Fusarium	Fusarium_equiseti_50
Ascomycota_sp_83	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_83
Spizellomycetales_sp_8	unknown_primary_lyfestyle	Spizellomycetales_gen_Incertae_sedis	Spizellomycetales_sp_8
Russula_sp_7	ectomycorrhizal	Russula	Russula_sp_7
Nigrospora_rubi_1	litter_saprotroph	Nigrospora	Nigrospora_rubi_1
Filobasidium_oeirense_7	unspecified_saprotroph	Filobasidium	Filobasidium_oeirense_7
Italica_achilleae_1	unknown_primary_lyfestyle	Italica	Italica_achilleae_1
Pseudotomentella_sp_1	ectomycorrhizal	Pseudotomentella	Pseudotomentella_sp_1
Herpotrichiellaceae_sp_14	unknown_primary_lyfestyle	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_14
Filobasidium_oeirense_8	unspecified_saprotroph	Filobasidium	Filobasidium_oeirense_8
Stagonospora_uniseptata_1	unknown_primary_lyfestyle	Stagonospora	Stagonospora_uniseptata_1
Coniosporium_sp_54	plant_pathogen	Coniosporium	Coniosporium_sp_54
GS11_sp_107	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_107
Geotrichum_silvicola_10	nectar/tap_saprotroph	Geotrichum	Geotrichum_silvicola_10
Geotrichum_silvicola_11	nectar/tap_saprotroph	Geotrichum	Geotrichum_silvicola_11
Knufia_sp_7	soil_saprotroph	Knufia	Knufia_sp_7
Cladorrhinum_grandiusculum_3	unspecified_saprotroph	Cladorrhinum	Cladorrhinum_grandiusculum_3
Valsaria_insitiva_1	wood_saprotroph	Valsaria	Valsaria_insitiva_1
Glomus_sp_60	arbuscular_mycorrhizal	Glomus	Glomus_sp_60
Tuber_mexiusanum_14	ectomycorrhizal	Tuber	Tuber_mexiusanum_14
Peziza_sp_83	soil_saprotroph	Peziza	Peziza_sp_83
Aphelidiomycota_sp_18	unknown_primary_lyfestyle	Aphelidiomycota_gen_Incertae_sedis	Aphelidiomycota_sp_18
Myrothecium_inundatum_10	litter_saprotroph	Myrothecium	Myrothecium_inundatum_10
Fusarium_oxysporum_9	plant_pathogen	Fusarium	Fusarium_oxysporum_9
Chaetosphaeronema_achilleae_1	unknown_primary_lyfestyle	Chaetosphaeronema	Chaetosphaeronema_achilleae_1
Verticillium_zaregamsianum_3	plant_pathogen	Verticillium	Verticillium_zaregamsianum_3
Fusarium_equiseti_51	plant_pathogen	Fusarium	Fusarium_equiseti_51
Fenestella_parafenestrata_67	unknown_primary_lyfestyle	Fenestella	Fenestella_parafenestrata_67
Cora_leslactuca_1	lichenized	Cora	Cora_leslactuca_1
Chytridiomycota_sp_13	unknown_primary_lyfestyle	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp_13
Rhizophydiales_sp_18	unknown_primary_lyfestyle	Rhizophydiales_gen_Incertae_sedis	Rhizophydiales_sp_18
Ampelomyces_quisqualis_2	unknown_primary_lyfestyle	Ampelomyces	Ampelomyces_quisqualis_2
Ascomycota_sp_84	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_84
GS11_sp_108	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_108
Fungi_sp_311	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_311
Ascomycota_sp_85	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_85
Chrysosporium_queenslandicum_1	wood_saprotroph	Chrysosporium	Chrysosporium_queenslandicum_1
Cladorrhinum_grandiusculum_4	unspecified_saprotroph	Cladorrhinum	Cladorrhinum_grandiusculum_4
Candida_dendrica_5	nectar/tap_saprotroph	Candida	Candida_dendrica_5
GS11_sp_109	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_109
Erysiphe_platani_3	plant_pathogen	Erysiphe	Erysiphe_platani_3
Davidiellomyces_australiensis_27	unknown_primary_lyfestyle	Davidiellomyces	Davidiellomyces_australiensis_27
Geopora_arenicola_5	ectomycorrhizal	Geopora	Geopora_arenicola_5
Tuber_pseudobrumale_13	ectomycorrhizal	Tuber	Tuber_pseudobrumale_13
Pithomyces_graminicola_1	unknown_primary_lyfestyle	Pithomyces	Pithomyces_graminicola_1
Fungi_sp_312	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_312
Orbiliales_sp_22	unknown_primary_lyfestyle	Orbiliales_gen_Incertae_sedis	Orbiliales_sp_22
Paracymostachys_euphorbiae_1	unknown_primary_lyfestyle	Paracymostachys	Paracymostachys_euphorbiae_1
Kickxellomycota_sp_5	unknown_primary_lyfestyle	Kickxellomycota_gen_Incertae_sedis	Kickxellomycota_sp_5
Rozellomycota_sp_100	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_100
Acrophialophora_levis_9	plant_pathogen	Acrophialophora	Acrophialophora_levis_9
Nothophoma_ngayawang_5	unknown_primary_lyfestyle	Nothophoma	Nothophoma_ngayawang_5
Peristomialis_corynospora_1	litter_saprotroph	Peristomialis	Peristomialis_corynospora_1
Fungi_sp_313	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_313
Discinellaceae_sp_4	unknown_primary_lyfestyle	Discinellaceae_gen_Incertae_sedis	Discinellaceae_sp_4
Humaria_sp_1	ectomycorrhizal	Humaria	Humaria_sp_1
Tuber_mexiusanum_15	ectomycorrhizal	Tuber	Tuber_mexiusanum_15
Articulospora_sp_4	litter_saprotroph	Articulospora	Articulospora_sp_4
GS11_sp_110	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_110
Lactarius_lacunarum_22	ectomycorrhizal	Lactarius	Lactarius_lacunarum_22
Ganoderma_nasalaense_3	plant_pathogen	Ganoderma	Ganoderma_nasalaense_3
Fusarium_equiseti_52	plant_pathogen	Fusarium	Fusarium_equiseti_52
Fusarium_equiseti_53	plant_pathogen	Fusarium	Fusarium_equiseti_53
Gigaspora_polymorphira_1	arbuscular_mycorrhizal	Gigaspora	Gigaspora_polymorphira_1
Dominikia_sp_15	arbuscular_mycorrhizal	Dominikia	Dominikia_sp_15
Rozellomycota_sp_101	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_101
GS11_sp_111	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_111
Agaricomycetes_sp_33	unknown_primary_lyfestyle	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp_33
Articulospora_sp_5	litter_saprotroph	Articulospora	Articulospora_sp_5
Herpotrichiellaceae_sp_15	unknown_primary_lyfestyle	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_15
Rozellomycota_sp_102	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_102
Fusarium_equiseti_54	plant_pathogen	Fusarium	Fusarium_equiseti_54
Pichia_kudriavzevii_3	nectar/tap_saprotroph	Pichia	Pichia_kudriavzevii_3
Xepicula_leucotricha_10	soil_saprotroph	Xepicula	Xepicula_leucotricha_10
Saturnispora_silvae_3	unspecified_saprotroph	Saturnispora	Saturnispora_silvae_3
Gomphus_yunnanensis_1	ectomycorrhizal	Gomphus	Gomphus_yunnanensis_1
Tricholoma_mastoideum_1	ectomycorrhizal	Tricholoma	Tricholoma_mastoideum_1
Sympoventuriaceae_sp_6	unknown_primary_lyfestyle	Sympoventuriaceae_gen_Incertae_sedis	Sympoventuriaceae_sp_6
Microascus_brevicaulis_1	soil_saprotroph	Microascus	Microascus_brevicaulis_1
Bisifusarium_biseptatum_41	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_41
GS11_sp_112	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_112
Kazachstania_zonata_9	nectar/tap_saprotroph	Kazachstania	Kazachstania_zonata_9
zz_no_fungi_16	unknown_primary_lyfestyle		zz_no_fungi_16
Rhizochaete_violascens_1	wood_saprotroph	Rhizochaete	Rhizochaete_violascens_1
Rhizoctonia_sp_6	plant_pathogen	Rhizoctonia	Rhizoctonia_sp_6
Epicoccum_thailandicum_8	unknown_primary_lyfestyle	Epicoccum	Epicoccum_thailandicum_8
Phialemonium_sp_1	animal_parasite	Phialemonium	Phialemonium_sp_1
Filobasidium_oeirense_9	unspecified_saprotroph	Filobasidium	Filobasidium_oeirense_9
Fungi_sp_314	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_314
Pseudocosmospora_eutypellae_7	mycoparasite	Pseudocosmospora	Pseudocosmospora_eutypellae_7
Paraglomus_sp_2	arbuscular_mycorrhizal	Paraglomus	Paraglomus_sp_2
Rhizophagus_sp_5	arbuscular_mycorrhizal	Rhizophagus	Rhizophagus_sp_5
Verrucaria_viridigrana_1	lichenized	Verrucaria	Verrucaria_viridigrana_1
Scytalidium_sp_1	unknown_primary_lyfestyle	Scytalidium	Scytalidium_sp_1
Nothophoma_ngayawang_6	unknown_primary_lyfestyle	Nothophoma	Nothophoma_ngayawang_6
Lectera_longa_2	plant_pathogen	Lectera	Lectera_longa_2
Peziza_sp_84	soil_saprotroph	Peziza	Peziza_sp_84
Mortierella_indohii_1	soil_saprotroph	Mortierella	Mortierella_indohii_1
Ophiosphaerella_taiwanica_2	unknown_primary_lyfestyle	Ophiosphaerella	Ophiosphaerella_taiwanica_2
Kiskunsagia_ubrizsyi_25	unknown_primary_lyfestyle	Kiskunsagia	Kiskunsagia_ubrizsyi_25
Lecanoraceae_sp_1	unknown_primary_lyfestyle	Lecanoraceae_gen_Incertae_sedis	Lecanoraceae_sp_1
Talaromyces_wortmannii_1	unspecified_saprotroph	Talaromyces	Talaromyces_wortmannii_1
Glomus_sp_61	arbuscular_mycorrhizal	Glomus	Glomus_sp_61
Ascosphaera_larvis_12	animal_parasite	Ascosphaera	Ascosphaera_larvis_12
Basidiobolus_magnus_1	unspecified_saprotroph	Basidiobolus	Basidiobolus_magnus_1
Glomus_sp_62	arbuscular_mycorrhizal	Glomus	Glomus_sp_62
Davidiellomyces_australiensis_28	unknown_primary_lyfestyle	Davidiellomyces	Davidiellomyces_australiensis_28
Hermetothecium_mikaniae-micranthae_6	unknown_primary_lyfestyle	Hermetothecium	Hermetothecium_mikaniae-micranthae_6
Caecomyces_communis_3	animal_endosymbiont	Caecomyces	Caecomyces_communis_3
Glomus_sp_63	arbuscular_mycorrhizal	Glomus	Glomus_sp_63
Falciformispora_senegalensis_4	unknown_primary_lyfestyle	Falciformispora	Falciformispora_senegalensis_4
Fusarium_brachygibbosum_12	plant_pathogen	Fusarium	Fusarium_brachygibbosum_12
Rozellomycota_sp_103	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_103
Fusarium_equiseti_55	plant_pathogen	Fusarium	Fusarium_equiseti_55
Fungi_sp_315	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_315
Septoglomus_sp_13	arbuscular_mycorrhizal	Septoglomus	Septoglomus_sp_13
Catenariaceae_sp_1	unknown_primary_lyfestyle	Catenariaceae_gen_Incertae_sedis	Catenariaceae_sp_1
Ascochyta_medicaginicola_var._macrospora_2	unknown_primary_lyfestyle	Ascochyta	Ascochyta_medicaginicola_var._macrospora_2
Glomeraceae_sp_64	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_64
Ascomycota_sp_86	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_86
Nectriella_sp_1	litter_saprotroph	Nectriella	Nectriella_sp_1
Paraphoma_pye_2	unknown_primary_lyfestyle	Paraphoma	Paraphoma_pye_2
Eurotiomycetes_sp_1	unknown_primary_lyfestyle	Eurotiomycetes_gen_Incertae_sedis	Eurotiomycetes_sp_1
Hapsidospora_irregularis_1	litter_saprotroph	Hapsidospora	Hapsidospora_irregularis_1
Didymella_longicolla_1	unknown_primary_lyfestyle	Didymella	Didymella_longicolla_1
Superstratomyces_albomucosus_1	unknown_primary_lyfestyle	Superstratomyces	Superstratomyces_albomucosus_1
Bipolaris_drechsleri_5	unknown_primary_lyfestyle	Bipolaris	Bipolaris_drechsleri_5
Yamadazyma_takamatsuzukensis_6	nectar/tap_saprotroph	Yamadazyma	Yamadazyma_takamatsuzukensis_6
Peziza_sp_85	soil_saprotroph	Peziza	Peziza_sp_85
Dipodascus_capitatus_9	nectar/tap_saprotroph	Dipodascus	Dipodascus_capitatus_9
Bisifusarium_biseptatum_42	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_42
Yamadazyma_tenuis_2	nectar/tap_saprotroph	Yamadazyma	Yamadazyma_tenuis_2
Fungi_sp_316	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_316
Sordariales_sp_21	unknown_primary_lyfestyle	Sordariales_gen_Incertae_sedis	Sordariales_sp_21
Rozellomycota_sp_104	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_104
Fungi_sp_317	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_317
GS11_sp_113	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_113
Cladorrhinum_sp_7	unspecified_saprotroph	Cladorrhinum	Cladorrhinum_sp_7
Hypomyces_semicircularis_1	mycoparasite	Hypomyces	Hypomyces_semicircularis_1
Blastocladiales_sp_11	unknown_primary_lyfestyle	Blastocladiales_gen_Incertae_sedis	Blastocladiales_sp_11
Armillaria_borealis_1	litter_saprotroph	Armillaria	Armillaria_borealis_1
Fungi_sp_318	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_318
Fungi_sp_319	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_319
Ramariopsis_sp_1	soil_saprotroph	Ramariopsis	Ramariopsis_sp_1
Preussia_procaviae_1	unknown_primary_lyfestyle	Preussia	Preussia_procaviae_1
Neosonderhenia_eucalypti_2	unknown_primary_lyfestyle	Neosonderhenia	Neosonderhenia_eucalypti_2
