OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
Nigrosabulum_globosum_1	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Gibbosporina	Gibbosporina_mascarena_3
Preussia_terricola_5	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_19
Kernia_geniculotricha_2	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipitaceae_gen_Incertae_sedis	Serendipitaceae_sp_6
Enterocarpus_grenotii_4	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	Basidiomycota_sp_1
Apiosordaria_sp_1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron	Auxarthron_sp_1
Podospora_sp_1	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_61
Westerdykella_centenaria_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota_clypeolaria_1
Kernia_columnaris_3	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_33
Podospora_bulbillosa_2	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_180
Kernia_anthracina_2	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_aestiva_1
Kernia_anthracina_3	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	Arthroderma_redellii_3
Zopfiella_sp_3	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_181
Tuber_mexiusanum_1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_membranifaciens_3
Tuber_brennemanii_1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_20
Geopora_arenicola_1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia	Rasamsonia_piperina_1
Tomentella_sp_1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_10
Lactarius_lacunarum_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_sp_1
Russula_amoenoides_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_182
Tomentella_sp_2	Fungi	Glomeromycota	Glomeromycota_cls_Incertae_sedis	Glomeromycota_ord_Incertae_sedis	Glomeromycota_fam_Incertae_sedis	Glomeromycota_gen_Incertae_sedis	Glomeromycota_sp_1
Tomentella_pilosa_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_croci_3
Lactarius_lacunarum_2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_34
Lactarius_lacunarum_3	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	Entyloma_carmeli_13
Scleroderma_yunnanense_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_mexiusanum_6
Pisolithus_sp_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_cinnamomea_1
Scleroderma_yunnanense_2	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_32
Tuber_pseudobrumale_1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora_terricola_2
Inocybe_sp_1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	Mortierellaceae_sp_10
Inocybe_blandula_1	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiales_fam_Incertae_sedis	Filobasidiales_gen_Incertae_sedis	Filobasidiales_sp_1
Tuber_rufum_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_183
Russula_versicolor_1	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium_prolificans_2
Scleroderma_yunnanense_3	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_31
Inocybe_baltica_1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Helotiales_gen_Incertae_sedis	Helotiales_sp_5
Pisolithus_sp_2	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp_21
Tuber_sp_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus_pellitus_5
Helvella_bachu_1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Sclerodermataceae_gen_Incertae_sedis	Sclerodermataceae_sp_1
Lactarius_lacunarum_4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Fenestella	Fenestella_parafenestrata_44
Suillus_viscidus_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Dermoloma	Dermoloma_phaeopodium_1
Helvella_bachu_2	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_yunnanense_8
Russula_echidna_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Acremonium	Acremonium_polychromum_4
Balsamia_hellenica_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Fenestella	Fenestella_parafenestrata_45
Cortinarius_claroplaniusculus_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_184
Helvella_bachu_3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Falciformispora	Falciformispora_senegalensis_1
Helvella_bachu_4	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp_2
Lactarius_kesiyae_1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_rishikesha_2
Helvella_bachu_5	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_47
Tuber_elevatireticulatum_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massariaceae	Massaria	Massaria_campestris_3
Scleroderma_sp_1	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Pseudocyphellaria	Pseudocyphellaria_hawaiiensis_8
Lactarius_sulphosmus_1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	Onygenales_sp_9
Helvella_bachu_6	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	Trichomerium_flexuosum_2
Helvella_bachu_7	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	Lobulomycetales_sp_7
Helvella_bachu_8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Falciformispora	Falciformispora_senegalensis_2
Inocybe_blandula_2	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellales_fam_Incertae_sedis	Mortierellales_gen_Incertae_sedis	Mortierellales_sp_7
Inocybe_baltica_2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_35
Helvella_bachu_9	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia_sp_6
Tuber_elevatireticulatum_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Poaceascoma	Poaceascoma_helicoides_2
Inocybe_baltica_3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus_pellitus_6
Hydnum_tangerinum_1	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_48
Inocybe_sp_2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	Agaricales_sp_8
Helvella_bachu_10	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum_khartoumense_6
Lactarius_lacunarum_5	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_185
Lactarius_sulphosmus_2	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_186
Helvella_bachu_11	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_25
Russula_sp_1	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp_22
Inocybe_erinaceomorpha_1	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_lacunarum_9
Russula_sp_2	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_tsunedae_2
Sebacina_sp_1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_yunnanense_9
Hydnobolites_cerebriformis_1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	Mortierellaceae_sp_11
Helvella_bachu_12	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Helotiales_gen_Incertae_sedis	Helotiales_sp_6
Helvella_bachu_13	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_deminutus_1
Inocybe_erinaceomorpha_2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_zonata_6
Inocybe_sp_3	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_11
Helvella_bachu_14	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_sp_1
Helvella_bachu_15	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum_silvicola_7
Helvella_bachu_16	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_oxysporum_3
Hydnobolites_sp_1	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum_pallidocroceum_1
Helvella_calycina_1	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_69
Balsamia_hellenica_2	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Hermetothecium	Hermetothecium_mikaniae-micranthae_4
Geopora_arenicola_2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Simocybe	Simocybe_sp_1
Inocybe_baltica_4	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Zoopagales_fam_Incertae_sedis	Zoopagales_gen_Incertae_sedis	Zoopagales_sp_1
Balsamia_hellenica_3	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Nephroma	Nephroma_flavorhizinatum_26
Tuber_puberulum_1	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_70
Russula_echidna_2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	Volutella_ciliata_2
Amanita_hiltonii_1	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_49
Lactarius_lacunarum_6	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_tshawytschae_2
Helvella_bachu_17	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS05	GS05_fam_Incertae_sedis	GS05_gen_Incertae_sedis	GS05_sp_3
Tuber_puberulum_2	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pezizaceae_gen_Incertae_sedis	Pezizaceae_sp_10
Ramaria_cartilaginea_1	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Furcasterigmium	Furcasterigmium_furcatum_2
Hydnum_tangerinum_2	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Apseudocercosporella	Apseudocercosporella_trigonotidis_1
Inocybe_sp_4	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Brachyphoris	Brachyphoris_oviparasitica_4
Lactarius_mammosus_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_36
Amanita_brunneitoxicaria_1	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_50
Russula_sardonia_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	Pezizales_sp_7
Helvella_bachu_18	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Neocucurbitaria	Neocucurbitaria_ribicola_3
Scleroderma_yunnanense_4	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_sp_2
Helvella_bachu_19	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium_nivale_1
Boletus_satanas_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella_bachu_29
Tuber_sp_2	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_187
Scleroderma_yunnanense_5	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_8
Lactarius_kesiyae_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Helminthosporium	Helminthosporium_genistae_3
Inocybe_sp_5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_ngayawang_3
Lactarius_lacunarum_7	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_sp_1
Helvella_bachu_20	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota_sp_1
Tuber_mexiusanum_2	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum_brevispinum_1
Tuber_pseudobrumale_2	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Rhizoplaca	Rhizoplaca_macleanii_1
Pisolithus_sp_3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Neocucurbitaria	Neocucurbitaria_aetnensis_17
Sebacina_sp_2	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	Ramicandelaber_taiwanensis_18
Tuber_mexiusanum_3	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_32
Tuber_mexiusanum_4	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_71
Pisolithus_sp_4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Dimorphoma	Dimorphoma_saxea_2
Sebacina_sp_3	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_37
Tomentella_sp_3	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_51
Scleroderma_yunnanense_6	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Hemileucoglossum	Hemileucoglossum_pusillum_1
Scleroderma_yunnanense_7	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_hainanensis_2
Tuber_puberulum_3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_insuetus_2
Hydnum_ventricosum_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_sp_4
Scleroderma_cepa_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_brachygibbosum_7
Sebacina_sp_4	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_buharicum_13
Helvella_bachu_21	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_188
Hydnobolites_sp_2	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascaceae_gen_Incertae_sedis	Microascaceae_sp_2
Balsamia_hellenica_4	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	Marasmiellus_paspali_1
Tomentella_sp_4	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_33
Helvella_bachu_22	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pezizaceae_gen_Incertae_sedis	Pezizaceae_sp_11
Lactarius_kesiyae_3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_sp_3
Lactarius_lacunarum_8	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_34
Inocybe_sp_6	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_52
Helvella_bachu_23	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_34
Tuber_elevatireticulatum_3	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_62
Helvella_bachu_24	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_26
Tuber_quercicola_1	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus_microsporus_1
Lactarius_sulphosmus_3	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_21
Helvella_bachu_25	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella_chenopodii_1
Lactarius_sulphosmus_4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_sp_5
Helvella_bachu_26	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	Sarocladium_dejongiae_2
Pachyphlodes_sp_1	Fungi	Glomeromycota	Glomeromycota_cls_Incertae_sedis	Glomeromycota_ord_Incertae_sedis	Glomeromycota_fam_Incertae_sedis	Glomeromycota_gen_Incertae_sedis	Glomeromycota_sp_2
Lactarius_sulphosmus_5	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_27
Cortinarius_conterminus_1	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_33
Tuber_sp_3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_zonata_7
Helvella_bachu_27	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_53
Russula_sp_3	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_38
Tomentella_sp_5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Heterophoma	Heterophoma_nobilis_2
Tuber_puberulum_4	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	Sordariales_sp_17
Hydnum_tangerinum_3	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_35
Tuber_puberulum_5	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_28
Tuber_mexiusanum_5	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_oeirense_3
Helvella_bachu_28	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_35
Tuber_mexiusanum_6	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_oxysporum_4
Inocybe_cinnamomea_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Paraisaria	Paraisaria_arcta_1
Scleroderma_yunnanense_8	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Brunneochlamydosporium	Brunneochlamydosporium_nepalense_2
Lactarius_lacunarum_9	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_12
Scleroderma_yunnanense_9	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Gigaspora	Gigaspora_margarita_2
Hydnum_pallidocroceum_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_36
Helvella_bachu_29	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_37
Hydnum_brevispinum_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_39
Tuber_sp_4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum_thailandicum_4
Tuber_sp_5	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_189
Tuber_pseudobrumale_3	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_pseudobrumale_3
Tuber_mexiusanum_7	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	Neostagonospora_caricis_1
Helvella_bachu_30	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Mycothermus	Mycothermus_thermophilus_2
Sarcodon_sp_1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_9
Tuber_puberulum_6	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_190
Scleroderma_yunnanense_10	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_mexiusanum_7
Lactarius_lacunarum_10	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella_bachu_30
Helvella_bachu_31	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_sp_5
Cortinarius_epiphaeus_1	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Pseudoarthrographis	Pseudoarthrographis_sp_12
Lactifluus_crocatus_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_191
Tuber_pseudobrumale_4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces_chartarum_1
Lactarius_lacunarum_11	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_192
Helvella_bachu_32	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_193
Tuber_pseudobrumale_5	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_72
