OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
Albifimbria_verrucaria_6	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_ngayawang_7
Entoloma_sp_5	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_65
Canariomyces_arenarius_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_biseptatum_43
Catenophlyctis_sp_4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Fenestella	Fenestella_parafenestrata_68
Chaetocapnodium_philippinense_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_sp_6
Yunzhangia_auriculariae_1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_satanas_2
Magnaporthiopsis_cynodontis_1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	Gymnoascus_dugwayensis_1
Magnaporthiopsis_maydis_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_323
Magnaporthiopsis_cynodontis_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	Pleosporales_sp_31
Penicillium_pimiteouiense_1	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Pseudoarthrographis	Pseudoarthrographis_sp_19
Rhodotorula_mucilaginosa_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_sp_1
Aspergillus_pseudonomiae_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Camarophyllopsis	Camarophyllopsis_schulzeri_7
Aspergillus_viridinutans_1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Mycochaetophora	Mycochaetophora_gentianae_3
Penicillium_nalgiovense_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_324
Aspergillus_ruber_1	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_56
Arthrographis_sp_1	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_57
Cladorrhinum_sp_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_66
Talaromyces_neofusisporus_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_buharicum_29
Aspergillus_subversicolor_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Neocucurbitaria	Neocucurbitaria_aetnensis_32
Botryotrichum_atrogriseum_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Neocucurbitaria	Neocucurbitaria_aetnensis_33
Acremonium_persicinum_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pezizaceae_gen_Incertae_sedis	Pezizaceae_sp_18
Filobasidium_oeirense_1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_ruber_3
Penicillium_ferraniaense_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	Iodophanus_sp_4
Mycothermus_thermophilus_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Kiskunsagia	Kiskunsagia_ubrizsyi_26
Aspergillus_sclerotiorum_1	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sympoventuriaceae_gen_Incertae_sedis	Sympoventuriaceae_sp_7
Neocucurbitaria_aetnensis_1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_dendrica_6
Aspergillus_wentii_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_buharicum_30
Neocucurbitaria_aetnensis_2	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_325
Aspergillus_insuetus_1	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp_14
Saturnispora_silvae_1	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_105
Neocucurbitaria_aetnensis_3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	Hypocreales_sp_17
Naganishia_diffluens_1	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_106
Acremonium_acutatum_1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_yunnanense_15
Aspergillus_vandermerwei_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_pseudobrumale_14
Botryotrichum_vitellinum_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	Pleosporales_sp_32
Neocucurbitaria_aetnensis_4	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_tropicalis_2
Filobasidium_chernovii_1	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Davidiellomyces	Davidiellomyces_australiensis_30
Naganishia_sp_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Kiskunsagia	Kiskunsagia_ubrizsyi_27
Neurospora_terricola_1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_27
Cladorrhinum_australe_1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_fortinii_1
Wallemia_tropicalis_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_beyerlei_5
Filobasidium_oeirense_2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_brachygibbosum_13
Aspergillus_piperis_1	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Pilaira	Pilaira_sp_1
Paraboeremia_selaginellae_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_64
Basidiobolus_ranarum_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_326
Penicillium_parvulum_1	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma_nasalaense_4
Neocucurbitaria_aetnensis_5	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_116
Udeniomyces_puniceus_1	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dentocorticium	Dentocorticium_sulphurellum_4
Corynascella_inquinata_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_sp_9
Arthrographis_sp_2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_56
Acremonium_polychromum_1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Hyphopichia	Hyphopichia_homilentoma_4
Geosmithia_sp_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	Pleosporales_sp_33
Derxomyces_longicylindricus_1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_cyclaminis_2
Acremonium_sp_1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	Trichomerium_flexuosum_6
Penicillium_ferraniaense_2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_57
Acremonium_polychromum_2	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Phakopsoraceae	Phakopsora	Phakopsora_myrtacearum_3
Coniochaeta_verticillata_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Simocybe	Simocybe_sp_3
Acremonium_charticola_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Fenestella	Fenestella_parafenestrata_69
Aspergillus_multicolor_1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	Arthroderma_redellii_5
Aspergillus_crustosus_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula_chromolaenae_1
Melanocarpus_albomyces_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_327
Arthrographis_sp_3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_ngayawang_8
Arthrographis_sp_4	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_107
Derxomyces_hainanensis_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_328
Penicillium_paneum_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_65
Cladorrhinum_grandiusculum_1	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbiliaceae_gen_Incertae_sedis	Orbiliaceae_sp_10
Filobasidium_globosporum_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_dimerum_4
Acremonium_polychromum_3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Sporocybe	Sporocybe_sp_2
Neocucurbitaria_aetnensis_6	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_87
Lecythophora_sp_1	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_88
Cladorrhinum_sp_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Heterophoma	Heterophoma_nobilis_5
Penicillium_excelsum_1	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Xylariales_gen_Incertae_sedis	Xylariales_sp_7
Neocucurbitaria_aetnensis_7	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp_15
Aspergillus_penicillioides_1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	Mortierellaceae_sp_16
Barrmaelia_rhamnicola_1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_amoeboidea_6
Neocucurbitaria_aetnensis_8	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp_16
Aspergillus_neobridgeri_1	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinales_fam_Incertae_sedis	Sebacinales_gen_Incertae_sedis	Sebacinales_sp_9
Aspergillus_teporis_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_329
Aspergillus_pseudoelegans_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_330
Penicillium_brevicompactum_1	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma_aggregatum_12
Aspergillus_ostianus_1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Allocanariomyces	Allocanariomyces_tritici_2
Udeniomyces_kanasensis_1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae	Articulospora	Articulospora_sp_6
Acremonium_acutatum_2	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiales_fam_Incertae_sedis	Blastocladiales_gen_Incertae_sedis	Blastocladiales_sp_12
Neocucurbitaria_ribicola_1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	Cladorrhinum_grandiusculum_5
Wallemia_muriae_1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gyroporaceae	Gyroporus	Gyroporus_austrobrasiliensis_1
Neocucurbitaria_aetnensis_9	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_sp_1
Aspergillus_terreus_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta_sp_8
Aspergillus_subversicolor_2	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	Phomatospora_biseriata_6
Rhodotorula_graminis_1	Fungi	Basidiomycota	Cystobasidiomycetes	Buckleyzymales	Buckleyzymaceae	Buckleyzyma	Buckleyzyma_kluyveri-nielii_1
Aspergillus_ruber_2	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Hermetothecium	Hermetothecium_mikaniae-micranthae_7
Neocucurbitaria_aetnensis_10	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_elevatireticulatum_5
Aspergillus_japonicus_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella_dispersa_1
Cumuliphoma_omnivirens_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_331
Aspergillus_israelensis_1	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetales_fam_Incertae_sedis	Archaeorhizomycetales_gen_Incertae_sedis	Archaeorhizomycetales_sp_2
Wallemia_sebi_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_biseptatum_44
Penicillium_roqueforti_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_332
Arthrographis_sp_5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_drechsleri_6
Trichocladium_sp_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_333
Aspergillus_ibericus_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cyclothyriellaceae	Massariosphaeria	Massariosphaeria_roumeguerei_1
Neocucurbitaria_aetnensis_11	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_334
Bensingtonia_rectispora_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_pseudobrumale_15
Rhodotorula_kratochvilovae_1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_spinulosum_1
Neocucurbitaria_aetnensis_12	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Hydropisphaera	Hydropisphaera_fungicola_3
Neocucurbitaria_ribicola_2	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_335
Penicillium_catenatum_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium_inundatum_11
Neocucurbitaria_aetnensis_13	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum_atrogriseum_5
Derxomyces_pseudocylindricus_1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Pisolithus	Pisolithus_sp_6
Aspergillus_pseudonomiae_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cyclothyriellaceae	Cyclothyriella	Cyclothyriella_rubronotata_1
Cladorrhinum_sp_3	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_66
Neocucurbitaria_aetnensis_14	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Lichenomphalia	Lichenomphalia_altoandina_1
Neocucurbitaria_aetnensis_15	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp_17
Penicillium_terrigenum_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_88
Aspergillus_flavus_1	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	Entyloma_carmeli_19
Aspergillus_restrictus_1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_yunnanense_16
Neocucurbitaria_aetnensis_16	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Mycochaetophora	Mycochaetophora_gentianae_4
Arthrographis_kalrae_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Neocucurbitaria	Neocucurbitaria_aetnensis_34
Neurospora_terricola_2	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_58
Acremonium_polychromum_4	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_chinense_6
Neocucurbitaria_ribicola_3	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp_18
Talaromyces_sp_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_sp_2
Neocucurbitaria_aetnensis_17	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Albifimbria	Albifimbria_verrucaria_5
Derxomyces_hainanensis_2	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiales_fam_Incertae_sedis	Blastocladiales_gen_Incertae_sedis	Blastocladiales_sp_13
Aspergillus_insuetus_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Kiskunsagia	Kiskunsagia_ubrizsyi_28
Filobasidium_oeirense_3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_neerlandica_2
Mycothermus_thermophilus_2	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium_dahliae_4
Derxomyces_hainanensis_3	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	Cladorrhinum_grandiusculum_6
Arthrographis_longispora_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_67
Aspergillus_flavus_2	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_59
Neocucurbitaria_aetnensis_18	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_336
Naganishia_diffluens_2	Fungi	Mucoromycota	Endogonomycetes	Endogonales	Endogonales_fam_Incertae_sedis	Endogonales_gen_Incertae_sedis	Endogonales_sp_2
Acremonium_fusidioides_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massariaceae	Massaria	Massaria_campestris_5
Rhodotorula_kratochvilovae_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sublophiostomataceae	Sublophiostoma	Sublophiostoma_thailandicum_1
Talaromyces_subaurantiacus_1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Erysiphe	Erysiphe_platani_4
Botryotrichum_atrogriseum_2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium_inundatum_12
Cladorrhinum_sp_4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_ngayawang_9
Aspergillus_purpureus_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_brachygibbosum_14
Neocucurbitaria_aetnensis_19	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps_fumosorosea_24
Cladorrhinum_grandiusculum_2	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	Entyloma_carmeli_20
Filobasidium_oeirense_4	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma_aggregatum_13
Aspergillus_crustosus_2	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Engleromyces	Engleromyces_sinensis_1
Genolevuria_armeniaca_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Ossicaulis	Ossicaulis_lignatilis_3
Cladorrhinum_sp_5	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	Pezizales_sp_10
Barrmaelia_rhamnicola_2	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_victoriae_5
Dennisiomyces_griseus_1	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_89
Arthrographis_sp_6	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_337
Neocucurbitaria_aetnensis_20	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_108
Aspergillus_fumigatus_1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	Acrophialophora_levis_10
Neocucurbitaria_aetnensis_21	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Davidiellomyces	Davidiellomyces_australiensis_31
Geosmithia_sp_2	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_109
Arthrographis_sp_7	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pseudocosmospora	Pseudocosmospora_eutypellae_8
Acremonium_masseei_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_89
Acremonium_citrinum_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_90
Aspergillus_subversicolor_3	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_110
Filobasidium_oeirense_5	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_20
Mrakia_hoshinonis_1	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Pseudocyphellaria	Pseudocyphellaria_biliana_4
Neocucurbitaria_aetnensis_22	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_68
Talaromyces_tardifaciens_1	Fungi	Ascomycota	Sordariomycetes	Lulworthiales	Lulworthiaceae	Lulworthiaceae_gen_Incertae_sedis	Lulworthiaceae_sp_7
Saturnispora_silvae_2	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma_nasalaense_5
Neocucurbitaria_aetnensis_23	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_67
Neocucurbitaria_ribicola_4	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	Ramicandelaber_taiwanensis_28
Neocucurbitaria_aetnensis_24	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Pseudocyphellaria	Pseudocyphellaria_hawaiiensis_11
Penicillium_tanzanicum_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_acetilerea_1
Botryotrichum_atrogriseum_3	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	Onygenales_sp_12
Aspergillus_israelensis_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Neocucurbitaria	Neocucurbitaria_aetnensis_35
